,obs,name,jd,mnvel,errvel,sval,cts,tel
2148,bj33.178,105631,2454255.894028,1.8989861484113533,1.0914254,0.292,52443.0,j
2149,bj35.238,105631,2454277.827083,6.280245825232839,1.0209926,0.289,71350.0,j
2150,bj35.441,105631,2454278.857083,8.952007112802562,1.0501075,0.29,70975.0,j
2151,bj35.846,105631,2454279.856319,9.778481675720116,0.9769619,0.292,73521.0,j
2152,bj36.134,105631,2454285.860984,2.896928875809749,1.1897092,0.282,74292.0,j
2153,bj38.130,105631,2454294.791042,-11.777300019767438,1.0674483,0.289,71504.0,j
2154,bj39.124,105631,2454300.75956,9.008038018789918,1.0517719,0.297,71331.0,j
2155,bj41.121,105631,2454304.781319,-1.7052778432162938,1.2300657,0.302,72394.0,j
2156,bj41.522,105631,2454305.785868,-7.112130261821655,1.1330874,0.299,71249.0,j
2157,bj41.523,105631,2454305.787477,-7.0145906512694225,1.0973414,0.298,71353.0,j
2158,bj41.913,105631,2454306.786991,-7.10937764578091,1.0864896,0.293,72097.0,j
2159,bj41.1319,105631,2454307.771111,-5.006055244262747,1.1019102,0.29,71010.0,j
2160,bj41.1724,105631,2454308.773356,-3.9259777165072194,1.0695729,0.28300000000000003,71247.0,j
2161,bj41.1725,105631,2454308.775428,-7.502477856073142,1.0962148,0.282,71830.0,j
2162,bj41.2116,105631,2454309.768194,-3.7347782946874872,1.0450026,0.282,72410.0,j
2163,bj41.2117,105631,2454309.77022,-3.395450636323119,1.0395268,0.281,71564.0,j
2164,bj41.2515,105631,2454310.76566,0.1055402734227755,1.0601228,0.284,71657.0,j
2165,bj41.2516,105631,2454310.76765,-1.9641939122218162,1.0146483,0.28300000000000003,71734.0,j
2166,bj41.2914,105631,2454311.7639,3.8118854570335543,1.1107537,0.285,70990.0,j
2167,bj41.2915,105631,2454311.765579,1.443720083961317,1.0437088,0.285,71887.0,j
2168,bj41.3318,105631,2454312.761053,5.524581333609433,1.1141416,0.287,71272.0,j
2169,bj41.3319,105631,2454312.763021,3.7068797419324113,1.1013402,0.287,71174.0,j
2170,bj41.3713,105631,2454313.763229,3.371259989714609,1.1049801,0.289,73053.0,j
2171,bj41.3714,105631,2454313.765093,4.00225094323482,1.1333057,0.29,72059.0,j
2172,bj41.4117,105631,2454314.7811,5.82486277133291,1.2235678,0.293,73988.0,j
2173,bj41.4118,105631,2454314.783866,0.8113995834521575,1.0981833,0.294,72439.0,j
2174,bj42.108,105631,2454318.736157,-6.380214587272405,0.8660638,0.285,136229.0,j
2175,bj42.109,105631,2454318.739479,-7.39558997691973,0.9276754,0.285,143482.0,j
2176,bj45.122,105631,2454343.733704,-2.8590589513202396,1.1219112,0.289,73845.0,j
2177,bj48.516,105631,2454429.153275,-2.2134448243404847,1.0263604,0.287,72454.0,j
2178,bj48.517,105631,2454429.155162,-1.1877374653506791,1.0592161,0.285,71368.0,j
2179,bj48.518,105631,2454429.157037,-4.709018811057348,0.9690336,0.28600000000000003,71734.0,j
2180,bj49.587,105631,2454455.064803,-8.421257351690691,1.1133016,0.275,71340.0,j
2181,bj49.1030,105631,2454456.174954,-4.959827040461747,1.1159204,0.278,72697.0,j
2182,bj49.1625,105631,2454458.16522,2.0006309028124676,1.2690895,0.28300000000000003,45359.0,j
2183,bj49.2287,105631,2454461.136539,13.61352661951199,1.0225554,0.292,95914.0,j
2184,bj49.2288,105631,2454461.138657,10.713441075468378,1.0592788,0.292,87660.0,j
2185,bj49.2684,105631,2454462.098275,5.2252312242369,1.2363712,0.293,45029.0,j
2186,bj49.2685,105631,2454462.100255,7.455522430537243,1.1639006,0.29100000000000004,44671.0,j
2187,bj50.367,105631,2454493.072141,10.397723051913527,1.0060036,0.29600000000000004,71716.0,j
2188,bj50.368,105631,2454493.073808,10.877104357517341,1.0561682,0.298,72579.0,j
2189,bj51.166,105631,2454544.055938,3.6246120374639297,1.2169628,0.28600000000000003,64227.0,j
2190,bj53.280,105631,2454548.012708,5.499459371358331,1.2509011,0.293,46436.0,j
2191,bj53.281,105631,2454548.013993,9.122705325164656,1.2259551,0.294,46178.0,j
2192,bj53.660,105631,2454548.932512,3.871014926746625,1.2874309,0.29600000000000004,46204.0,j
2193,bj53.661,105631,2454548.933657,6.625366191320079,1.1313119,0.29600000000000004,46046.0,j
2194,bj53.662,105631,2454548.934815,5.702276645045188,1.1899395,0.29600000000000004,45560.0,j
2195,bj54.1028,105631,2454602.784363,-4.608277076137028,1.1090183,0.27899999999999997,45914.0,j
2196,bj54.1466,105631,2454603.920301,-2.7896069521864035,1.131684,0.27,45633.0,j
2197,bj55.80,105631,2454633.81537,0.621232960844452,1.0974056,0.268,46479.0,j
2198,bj55.81,105631,2454633.816678,-1.81050737843168,1.0763292,0.267,45247.0,j
2199,bj55.285,105631,2454634.823333,-1.701849509976455,1.1251948,0.275,45286.0,j
2200,bj55.286,105631,2454634.824595,1.1068403783681902,1.0562214,0.275,46209.0,j
2201,bj55.490,105631,2454635.819988,4.889451677264049,1.2011844,0.27699999999999997,45134.0,j
2202,bj55.491,105631,2454635.821505,3.7548942879220704,1.167376,0.27699999999999997,45670.0,j
2203,bj55.697,105631,2454636.857975,2.8542472849011347,1.0637621,0.281,45030.0,j
2204,bj55.698,105631,2454636.859549,2.6285080630036077,1.1137455,0.281,45731.0,j
2205,bj55.888,105631,2454637.816435,4.932454601774907,1.0899985,0.285,45080.0,j
2206,bj55.889,105631,2454637.817674,3.321886967738692,1.0677986,0.28300000000000003,44966.0,j
2207,bj55.1171,105631,2454638.769051,-0.8869695465560312,1.0886422,0.287,46103.0,j
2208,bj55.1172,105631,2454638.770243,-0.25534236529819054,1.0421631,0.287,46131.0,j
2209,bj55.1395,105631,2454639.826227,0.5630135979520219,1.0872471,0.289,44834.0,j
2210,bj55.1396,105631,2454639.827778,-0.9281063406392605,1.1611129,0.289,45384.0,j
2211,bj55.1579,105631,2454640.829757,-2.6312097433919917,1.2581724,0.289,44971.0,j
2212,bj55.1580,105631,2454640.832847,-2.442139040045447,1.2833399,0.289,44853.0,j
2213,bj55.1778,105631,2454641.804213,0.46061477288930064,1.1236392,0.29,45757.0,j
2214,bj55.1779,105631,2454641.806007,0.9866043222291694,1.0754212,0.289,45402.0,j
2215,bj55.2001,105631,2454643.843206,4.830207696418114,1.1542417,0.28300000000000003,53820.0,j
2216,bj58.60,105631,2454688.734213,8.260655430259476,1.2133417,0.28600000000000003,45849.0,j
2217,bj58.61,105631,2454688.735926,5.703558153014761,1.1588544,0.287,45404.0,j
2218,bj58.359,105631,2454689.729919,3.562384411779874,1.1680145,0.29100000000000004,45668.0,j
2219,bj58.361,105631,2454689.734444,1.8102996978465171,1.2393489,0.29,45949.0,j
2220,bj62.274,105631,2454791.149456,4.491891186075463,1.1613499,0.284,45804.0,j
2221,bj62.275,105631,2454791.15088,2.817522865522278,1.1545197,0.28600000000000003,45838.0,j
2222,bj62.276,105631,2454791.152326,2.9649096013854788,1.1167666,0.284,45877.0,j
2223,bj63.186,105631,2454806.142778,-23.948487063755167,1.19682,0.266,45815.0,j
2224,bj63.187,105631,2454806.144248,-18.259927675440878,1.2212021,0.265,45672.0,j
2225,bj63.188,105631,2454806.145683,-18.09907627909302,1.2340671,0.265,45173.0,j
2226,bj63.519,105631,2454807.120949,-17.931700087316642,1.1812458,0.264,45931.0,j
2227,bj63.520,105631,2454807.122338,-18.023684109686933,1.1833299,0.262,45873.0,j
2228,bj63.521,105631,2454807.12375,-18.230276489347915,1.3101364,0.263,45613.0,j
2229,bj63.833,105631,2454808.159803,-10.833634928626573,1.1594248,0.262,46150.0,j
2230,bj63.834,105631,2454808.160949,-11.952113726444026,1.1296757,0.263,46557.0,j
2231,bj63.835,105631,2454808.162106,-9.77512726235976,1.1794096,0.264,45828.0,j
2232,bj63.1117,105631,2454809.152361,-11.053073155658936,1.0806898,0.261,46275.0,j
2233,bj63.1118,105631,2454809.15397,-10.116704746475108,1.1342533,0.261,45783.0,j
2234,bj63.1119,105631,2454809.155625,-10.739549765604764,1.1049731,0.261,45654.0,j
2235,bj63.1388,105631,2454810.127002,-12.249541577199103,1.2383466,0.261,45125.0,j
2236,bj63.1389,105631,2454810.130012,-11.589658050619775,1.1004707,0.263,44830.0,j
2237,bj63.1390,105631,2454810.135336,-10.076497333502203,1.2365566,0.263,39016.0,j
2238,bj63.1684,105631,2454811.080463,-11.6419417315781,1.1083837,0.267,46586.0,j
2239,bj63.1685,105631,2454811.082141,-12.241551724467712,1.2075464,0.267,46116.0,j
2240,bj63.1686,105631,2454811.0839,-14.33651682538796,1.1215103,0.266,46298.0,j
2241,bj64.218,105631,2454839.149227,19.785546657296265,1.2305477,0.282,46365.0,j
2242,bj64.219,105631,2454839.150396,14.697434295861399,1.0603086,0.282,46824.0,j
2243,bj66.167,105631,2454865.053415,-8.136575494353137,1.1767474,0.28600000000000003,45427.0,j
2244,bj66.168,105631,2454865.054723,-9.079459839648594,1.0673393,0.287,45954.0,j
2245,bj66.698,105631,2454867.916465,-8.096084069408217,1.2639097,0.28,45539.0,j
2246,bj66.699,105631,2454867.919347,-9.532690971918823,1.3988781,0.281,46076.0,j
2247,bj67.278,105631,2454927.891684,10.119901450833233,1.1483039,0.28300000000000003,44709.0,j
2248,bj67.713,105631,2454929.893692,14.217547783627083,1.4909018,0.287,22559.0,j
2249,bj68.152,105631,2454955.01463,2.1271763487355457,1.1347936,0.29600000000000004,46141.0,j
2250,bj69.158,105631,2454963.96125,-9.561530781007122,1.1727386,0.268,44707.0,j
2251,bj70.724,105631,2454985.875765,-19.11418582549041,1.1299472,0.27,46154.0,j
2252,bj72.399,105631,2455015.809218,-11.162227736507717,1.1422104,0.28,45835.0,j
2253,bj74.65,105631,2455041.783541,3.1181259840000592,1.2251103,0.285,47387.0,j
2254,bj74.463,105631,2455043.751298,-6.3804289899150675,2.1313117,0.29100000000000004,9954.0,j
2255,bj83.673,105631,2455231.100877,15.678710681125523,1.1636635,0.31,47801.0,j
2256,bj844.147,105631,2455339.851568,2.41280960243796,0.92838395,0.2913,76740.0,j
2257,bj866.203,105631,2455638.023622,-7.731171389126828,1.1410654,0.2868,77077.0,j
2258,bj866.204,105631,2455638.025774,-8.146525815002178,1.1107072,0.2881,76770.0,j
2259,bj885.225,105631,2455912.16139,1.4521442919496934,1.0559853,0.0,77478.0,j
2260,bj885.226,105631,2455912.163439,-0.9078343286889208,1.0127399,0.0,77570.0,j
2261,bj143.174,105631,2455961.065022,-6.511393612310506,1.3497325,0.267,24124.0,j
2262,bj145.183,105631,2455973.120204,-6.330787209806619,1.1824462,0.271,47738.0,j
2263,bj911.248,105631,2456676.087875,28.918099920558845,1.067804,0.3555,77503.0,j
2264,bj911.249,105631,2456676.089496,25.63179670662352,1.1519803,0.3536,78413.0,j
2265,bj202.2073,105631,2457217.739514,2.7254288445090964,1.154372,0.282,47140.0,j
2266,bj316.485,105631,2458492.051599,3.557990470559872,1.2128112,0.3075,25747.0,j
2267,,106116,2450462.170498,-11.978732334861121,0.9715369,,143685.0,k
2268,,106116,2450545.966458,-13.098887669333777,1.2754613,,216080.0,k
2269,,106116,2450838.075289,-13.479418980368933,1.1146026,,194122.0,k
2270,,106116,2450862.96375,-12.715876805075965,1.3201902,,99593.0,k
2271,,106116,2450955.821574,-9.137202488669715,1.0414698,,163894.0,k
2272,,106116,2451172.140741,-14.685763584861121,1.1319245,,172215.0,k
2273,,106116,2451228.984144,-10.269229161032996,1.2215464,,170983.0,k
2274,,106116,2451312.856389,-13.431529270896277,1.36973,,135959.0,k
2275,,106116,2451553.072998,-8.409342991599402,1.1758394,,67565.0,k
2276,,106116,2451702.81397,-2.9319107406228397,1.0423281,,93700.0,k
2277,,106116,2451972.095394,-9.490725743064246,1.0926535,,102432.0,k
2278,,106116,2452006.974144,-9.950381504782996,1.347362,,94469.0,k
2279,,106116,2452307.987153,-4.295695530661902,1.4300331,,89071.0,k
2280,,106116,2452654.127593,-19.34750674892362,1.4248011,,106098.0,k
2281,,106116,2452803.865752,-6.644587742575965,1.2464224,,99270.0,k
2282,,106116,2453018.077384,-11.222712742575965,1.2508912,,109967.0,k
2283,bj05.1257,106116,2453400.9836,-6.776308643111541,1.1617923,0.157,95122.0,j
2284,bj18.212,106116,2453837.97522,-1.7711631226425624,1.2464223,0.157,77200.0,j
2285,bj202.1976,106116,2457216.807449,-3.251312946301823,1.231977,0.1534,47547.0,j
2286,bj229.94,106116,2457555.88785,-6.776526318115316,1.3071029,0.1523,24448.0,j
2287,bj229.273,106116,2457556.810446,-3.7154196062222127,1.2157531,0.1538,22522.0,j
2288,bj265.259,106116,2457964.738167,-2.8854999232908085,1.4021078,0.1549,24471.0,j
2289,bj278.546,106116,2458114.173975,-4.851203629661228,1.4016585,0.1525,23243.0,j
2290,bj293.687,106116,2458301.78862,-2.5700018843613464,1.2262748,0.1553,24021.0,j
2291,bj316.502,106116,2458492.105693,5.072826233763237,1.3022466,0.1522,24578.0,j
2292,,106156,2450463.092674,6.292722794110205,1.0403116,,131782.0,k
2293,,106156,2450547.001319,3.667585465008642,1.148226,,140721.0,k
2294,,106156,2450838.08162,5.623243423993017,1.1473192,,216731.0,k
2295,,106156,2450862.967789,6.974432083660986,1.2460005,,116041.0,k
2296,,106156,2450955.836701,8.820882889325048,1.073807,,185094.0,k
2297,,106156,2451172.136377,-2.036241439288233,1.1971648,,142726.0,k
2298,,106156,2451228.988981,-3.844476607745264,1.2309614,,124396.0,k
2299,,106156,2451312.860382,-2.287797835772608,1.298029,,137541.0,k
2300,,106156,2451551.153773,-6.477159408038233,1.2260548,,62892.0,k
2301,,106156,2451702.818738,-7.926340011065577,1.1456165,,94230.0,k
2302,,106156,2451974.072662,2.522558304364111,1.174154,,104486.0,k
2303,,106156,2451982.966921,1.0625744786805171,1.099037,,107054.0,k
2304,,106156,2452007.948669,-0.5039004358702641,1.1802825,,93715.0,k
2305,,106156,2452308.16184,-4.687669661944483,1.4336321,,85137.0,k
2306,,106156,2452654.130394,-7.889512923663233,1.4431105,,106569.0,k
2307,,106156,2452803.868704,-5.822580245440577,1.3682443,,100728.0,k
2308,,106156,2453018.08081,-2.803918746417139,1.2612127,,111938.0,k
2309,bj05.1256,106156,2453400.979931,-2.6875237471988385,0.9714235,0.261,97263.0,j
2310,bj18.187,106156,2453837.855475,-12.016196278040987,0.9170404,0.276,79403.0,j
2311,bj67.698,106156,2454929.825845,8.822585818367259,1.0544897,0.31,45544.0,j
2312,bj80.1217,106156,2455174.124063,2.7835951631170133,0.9791839,0.293,46138.0,j
2313,bj185.661,106156,2456639.147406,4.517078953626935,0.9106073,0.2531,48514.0,j
2314,bj265.260,106156,2457964.739706,1.245703660012662,1.2380596,0.2365,24332.0,j
2315,bj293.466,106156,2458300.737336,-2.1860215392528843,0.87073517,0.2375,49061.0,j
2316,bj293.688,106156,2458301.793105,-8.868820254414436,1.1067982,0.2392,24448.0,j
2317,bj293.966,106156,2458303.744171,-5.23325917811175,0.9770083,0.2382,24558.0,j
2318,,10697,2450367.061748,-30.76806662458148,1.2833418,,352030.0,k
2319,,10697,2450461.805567,-85.5898744859096,1.223165,,144277.0,k
2320,,10697,2450715.068183,-99.5831606187221,1.1696556,,154167.0,k
2321,,10697,2450716.097581,-99.11564658063617,1.1736276,,282887.0,k
2322,,10697,2450806.862662,-38.54893515485492,1.2549455,,124975.0,k
2323,,10697,2450837.732222,-33.054901341378354,1.3725138,,211263.0,k
2324,,10697,2450838.708056,-26.36531088727679,1.065467,,136741.0,k
2325,,10697,2450839.725984,-31.41186545270648,1.2807661,,194695.0,k
2326,,10697,2450983.128912,49.90718056780133,1.2178841,,173954.0,k
2327,,10697,2451013.097164,60.05657937151227,1.5479339,,214052.0,k
2328,,10697,2451014.091597,64.11511208635602,1.2619674,,208339.0,k
2329,,10697,2451043.070012,74.0867612562779,1.456056,,125830.0,k
2330,,10697,2451044.087894,72.67753579241071,1.3274353,,183338.0,k
2331,,10697,2451051.046377,73.20498635393415,1.3629206,,121778.0,k
2332,,10697,2451068.913796,91.14433266741071,1.2801924,,119064.0,k
2333,,10697,2451070.091644,88.47338845354352,1.4345198,,168127.0,k
2334,,10697,2451070.976308,87.24685647112165,1.2335078,,179495.0,k
2335,,10697,2451071.986759,91.40228249651227,1.221645,,87214.0,k
2336,,10697,2451072.952975,85.80361916643415,1.3378967,,117994.0,k
2337,,10697,2451074.883437,82.52958657366071,1.2576317,,109688.0,k
2338,,10697,2451075.878553,93.84890725237165,1.8297107,,30852.0,k
2339,,10697,2451075.880868,90.64898659807477,1.505001,,57460.0,k
2340,,10697,2451170.826134,95.48274209123883,1.4609272,,156026.0,k
2341,,10697,2451342.117211,52.16090371233258,1.2519801,,131199.0,k
2342,,10697,2451343.117095,51.19421364885602,1.2234343,,156832.0,k
2343,,10697,2451368.118495,38.78800942522321,1.425692,,84645.0,k
2344,,10697,2451369.079549,41.708526392996646,1.3348372,,76211.0,k
2345,,10697,2451374.128553,32.09252907854352,1.3656135,,77303.0,k
2346,,10697,2451410.119167,2.304878016531802,1.5196146,,116169.0,k
2347,,10697,2451411.024977,5.520141383231021,1.3272239,,82226.0,k
2348,,10697,2451412.073553,-2.734832982003354,1.5124902,,89699.0,k
2349,,10697,2451438.887326,-23.054664830147885,1.3217633,,77752.0,k
2350,,10697,2451439.918738,-22.51220724958148,1.3675461,,90973.0,k
2351,,10697,2451440.933935,-20.027572850167417,1.2819873,,99629.0,k
2352,,10697,2451487.919491,-72.47874472516742,3.6223338,,6509.0,k
2353,,10697,2451487.924086,-63.15353033918109,2.0940995,,24269.0,k
2354,,10697,2451487.999271,-71.78730032819476,2.3789816,,18333.0,k
2355,,10697,2451488.003854,-55.09710333722796,4.1802564,,4997.0,k
2356,,10697,2451488.807153,-68.03063986676898,1.3880652,,76221.0,k
2357,,10697,2451543.801435,-100.7799379624721,1.4597636,,83491.0,k
2358,,10697,2451550.753472,-103.04249594587054,1.8086023,,35768.0,k
2359,,10697,2451550.755174,-102.28825400251117,1.2182084,,95578.0,k
2360,,10697,2451551.763137,-103.36773703473773,1.2712365,,106354.0,k
2361,,10697,2451552.781829,-110.57167837995257,1.3672764,,76632.0,k
2362,,10697,2451580.710104,-103.05774710553851,1.4295921,,77971.0,k
2363,,10697,2451899.865486,-12.236320713936948,1.3873725,,95183.0,k
2364,,10697,2452098.100602,63.47338845354352,1.3745601,,87823.0,k
2365,,10697,2452129.083912,73.38076760393415,1.4168938,,86753.0,k
2366,,10697,2452188.951678,104.53771950823102,1.6259761,,85390.0,k
2367,,10697,2452235.721563,103.25830056291852,1.2735606,,94553.0,k
2368,,10697,2452307.777882,102.38006569963727,1.6379198,,83366.0,k
2369,,10697,2452515.931829,-12.36402151960101,1.4292766,,101983.0,k
2370,,10697,2452535.934074,-31.196991185128354,1.4346278,,89389.0,k
2371,,10697,2452572.876238,-64.07861731427874,1.4192753,,110074.0,k
2372,,10697,2452600.879641,-89.24486563581195,1.652721,,102411.0,k
2373,,10697,2452835.10478,-105.0658266343471,1.632672,,103926.0,k
2374,,10697,2452849.046377,-102.42765066999164,1.5771115,,107831.0,k
2375,,10697,2452856.068241,-87.83753989118304,1.4187808,,103133.0,k
2376,,10697,2452897.925069,-81.42905447858539,1.5396137,,106616.0,k
2377,,10697,2452924.907998,-63.6202928819057,1.3362106,,104578.0,k
2378,,10697,2452988.836944,-36.382415989815854,1.4816735,,109730.0,k
2379,,10697,2453017.771516,-5.491699437081479,1.4247019,,110925.0,k
2380,bj01.713,10697,2453239.954155,82.51560851973379,1.119024,0.158,118577.0,j
2381,bj02.190,10697,2453301.980012,104.86208864655568,1.1556871,0.157,100662.0,j
2382,bj21.500,10697,2453961.093183,-82.65943930524554,0.9007579,0.157,91868.0,j
2383,bj72.237,10697,2455015.12444,-99.83841803144907,1.1326611,0.156,47128.0,j
2384,bj821.189,10697,2455023.09998,-93.01537564752857,1.0449907,0.1586,72110.0,j
2385,bj833.195,10697,2455167.911758,-7.328578916845473,1.1972003,0.1549,72746.0,j
2386,bj833.196,10697,2455167.912637,-8.348510101864292,1.1970786,0.1557,72652.0,j
2387,bj833.197,10697,2455167.913551,-13.849065887743535,1.1775807,0.1547,74629.0,j
2388,bj833.198,10697,2455167.914512,-15.53365456696153,1.1370322,0.1551,74761.0,j
2389,bj82.422,10697,2455197.8475,7.755818323732001,1.1666049,0.153,47821.0,j
2390,bj836.121,10697,2455201.790357,3.8253414282331732,1.0955485,0.1529,73798.0,j
2391,bj836.122,10697,2455201.791283,5.693262854712074,1.062134,0.1524,75464.0,j
2392,bj836.123,10697,2455201.792197,3.6748282123470517,1.0515862,0.1528,75370.0,j
2393,bj839.109,10697,2455258.746032,34.97611851866452,1.0188557,0.1544,75388.0,j
2394,bj839.110,10697,2455258.747941,32.32502732129984,1.1418487,0.1533,75663.0,j
2395,bj93.1532,10697,2455379.128633,77.71884921406567,1.2452811,0.147,46540.0,j
2396,bj100.774,10697,2455467.123465,108.3011262110885,1.2303544,0.155,48987.0,j
2397,bj131.114,10697,2455807.02585,-69.50731546297331,1.3825939,0.153,57232.0,j
2398,bj134.84,10697,2455850.161074,-95.96444876065989,1.120146,0.146,44213.0,j
2399,bj136.93,10697,2455871.006229,-114.82036763491215,1.2701079,0.156,46442.0,j
2400,bj153.532,10697,2456112.132111,-93.65877451101414,1.0652179,0.151,48284.0,j
2401,bj165.24,10697,2456318.703224,28.286121694735897,1.1538329,0.152,47381.0,j
2402,bj180.1014,10697,2456535.150098,92.90287317049155,1.0975469,0.151,48289.0,j
2403,bj185.1089,10697,2456640.853834,88.20221679481476,1.1722825,0.1524,46551.0,j
2404,bj189.914,10697,2456847.129248,-47.07804962797894,1.4267833,0.1529,24350.0,j
2405,bj203.96,10697,2457222.136029,-75.3923483067532,1.0427057,0.1531,50177.0,j
2406,bj222.664,10697,2457414.698629,39.68196677179833,1.2022526,0.1393,52786.0,j
2407,bj234.621,10697,2457596.136954,85.86128925689385,1.1518176,0.1519,48110.0,j
2408,bj252.669,10697,2457806.72482,34.536127411965026,1.1555266,0.1538,49662.0,j
2409,bj282.272,10697,2458150.750582,-131.5711384407379,1.2765844,0.1542,47715.0,j
2410,bj299.106,10697,2458345.0741,-39.17179936352571,1.0780888,0.1525,48290.0,j
2411,bj341.304,10697,2458724.046694,92.64585048892718,1.0806764,0.1532,52635.0,j
2412,,10700,2451755.046273,3.188002071455145,1.1812584,,110518.0,k
2413,,10700,2451755.049213,3.63432165153327,1.34557,,109680.0,k
2414,,10700,2451756.059456,1.1962570763379574,1.2502482,,106563.0,k
2415,,10700,2451757.056759,1.0521912194043637,1.3577421,,109915.0,k
2416,,10700,2451757.05875,-2.7002807044237613,1.2709006,,101810.0,k
2417,,10700,2451792.951655,-0.7901015662401676,1.794732,,66484.0,k
2418,,10700,2451792.95272,-3.504769840165949,1.5118251,,78674.0,k
2419,,10700,2451793.932928,-3.0457396887987613,1.3700428,,90225.0,k
2420,,10700,2451882.763796,2.2266525841504574,1.5411605,,89633.0,k
2421,,10700,2451883.798322,0.7119507408887387,1.601681,,89929.0,k
2422,,10700,2451883.799421,2.4183640099317074,1.5023894,,95088.0,k
2423,,10700,2451897.944618,4.429441890791082,1.4746573,,42647.0,k
2424,,10700,2451897.94566,3.5019211388379574,1.3347397,,108804.0,k
2425,,10700,2451899.825822,4.820448360517645,1.285856,,115388.0,k
2426,,10700,2451899.82691,1.8444885826856137,1.1521308,,90714.0,k
2427,,10700,2451900.769572,5.048704586103582,1.3556235,,121239.0,k
2428,,10700,2451900.770729,-0.062463321611261335,1.4197646,,99369.0,k
2429,,10700,2452095.135104,-14.916711368486261,1.7682328,,88776.0,k
2430,,10700,2452095.13772,-19.178346195146418,1.5511162,,93456.0,k
2431,,10700,2452096.128241,-2.377145328447199,1.5122794,,66958.0,k
2432,,10700,2452096.129363,-4.469758548662043,1.4636317,,82008.0,k
2433,,10700,2452096.13081,-1.3088698767870426,1.6231421,,77978.0,k
2434,,10700,2452097.130972,-5.761872806474543,1.4860044,,84301.0,k
2435,,10700,2452097.132176,-8.480645694658136,1.6108327,,82330.0,k
2436,,10700,2452098.131609,-3.3236022376268863,1.4492408,,89042.0,k
2437,,10700,2452098.132743,2.58201452262702,1.477263,,85581.0,k
2438,,10700,2452099.105775,-0.6974044226854801,1.4293143,,111200.0,k
2439,,10700,2452099.132153,-2.0287490271776676,1.392076,,117435.0,k
2440,,10700,2452099.133275,-3.98109582893548,1.4074508,,120943.0,k
2441,,10700,2452100.112396,-4.072961368486261,1.4858906,,103794.0,k
2442,,10700,2452101.132674,2.671560726240301,1.5620052,,113099.0,k
2443,,10700,2452102.129977,-4.406518497392511,1.4030566,,93390.0,k
2444,,10700,2452102.1311,-3.5696654700487613,1.4532648,,101963.0,k
2445,,10700,2452128.129005,-0.25147394172844884,1.4722904,,107624.0,k
2446,,10700,2452129.11191,-2.0997329138964176,1.5785409,,76665.0,k
2447,,10700,2452129.113148,-7.954698123857355,1.4556725,,106459.0,k
2448,,10700,2452133.138958,-1.6091933631151676,1.5869435,,97840.0,k
2449,,10700,2452134.020127,-5.180490055009699,1.4206578,,92925.0,k
2450,,10700,2452134.02125,-3.6193175696581363,1.5731008,,82610.0,k
2451,,10700,2452162.928264,0.7832092858106137,1.5521423,,102305.0,k
2452,,10700,2452162.929363,2.577932796552801,1.6186072,,119464.0,k
2453,,10700,2452187.998773,0.6964172936231137,1.3941269,,102525.0,k
2454,,10700,2452188.959398,-1.90858606331048,1.8238951,,93471.0,k
2455,,10700,2452189.896539,4.275175533369207,1.3955125,,88633.0,k
2456,,10700,2452218.940891,0.6514496422559262,1.5138139,,112741.0,k
2457,,10700,2452219.960139,-4.62312463752923,1.8561181,,121721.0,k
2458,,10700,2452235.745787,-0.21233514778313634,1.3683772,,103070.0,k
2459,,10700,2452235.746875,2.526907405927801,1.5449866,,128582.0,k
2460,,10700,2452236.776019,3.8803162194043637,1.3477318,,135941.0,k
2461,,10700,2452236.777106,-1.29365686409173,1.5325263,,108895.0,k
2462,,10700,2452237.719282,2.3801025963574887,1.4582074,,109308.0,k
2463,,10700,2452237.72044,1.22733922965827,1.5731305,,116392.0,k
2464,,10700,2452238.756678,2.8385681725293637,1.5628372,,110853.0,k
2465,,10700,2452238.757766,8.176535091474676,1.6982698,,100510.0,k
2466,,10700,2452242.782755,2.409681758955145,1.2776932,,114217.0,k
2467,,10700,2452242.783819,-1.1055999182909488,1.4833469,,107637.0,k
2468,,10700,2452307.711412,-4.603311099931574,1.609176,,110916.0,k
2469,,10700,2452307.712581,-3.108689823076105,1.5892993,,95722.0,k
2470,,10700,2452487.091655,1.62931676872077,1.4807478,,112108.0,k
2471,,10700,2452488.107245,-3.8418212317675113,1.6204096,,93127.0,k
2472,,10700,2452488.108681,4.132009944990301,1.4990658,,101582.0,k
2473,,10700,2452489.046273,-2.61323694221673,1.3574868,,98731.0,k
2474,,10700,2452514.986123,2.243971309736395,1.6684166,,142979.0,k
2475,,10700,2452516.007674,3.0203308678418637,1.5295533,,109814.0,k
2476,,10700,2452516.008808,5.049276790693426,1.4438148,,121008.0,k
2477,,10700,2452535.908576,-1.0550170325487613,1.613674,,122707.0,k
2478,,10700,2452535.909653,0.9610962487012387,1.6312616,,118956.0,k
2479,,10700,2452536.993773,-6.024278201982355,1.9357718,,113001.0,k
2480,,10700,2452536.994826,-3.5960631751268863,1.8766574,,99170.0,k
2481,,10700,2452538.028229,-6.565187015458918,1.8352402,,120801.0,k
2482,,10700,2452538.029294,-0.5460601233690738,1.7869673,,113850.0,k
2483,,10700,2452538.925336,-3.13942102424798,1.6777518,,123698.0,k
2484,,10700,2452538.926424,-6.216371097490168,1.5702341,,143539.0,k
2485,,10700,2452539.92566,0.13966222770514491,1.6667012,,129340.0,k
