,obs,name,jd,mnvel,errvel,sval,cts,tel
43123,,188512,2452174.743164,-2.864499568939209,4.2086473,,54021.0,lick
43124,,188512,2452175.713867,-0.7188324928283691,4.0368133,,46656.0,lick
43125,,188512,2452176.68457,-3.446913242340088,4.756643,,54426.0,lick
43126,,188512,2452179.689453,7.854086875915527,4.8699274,,45194.0,lick
43127,,188512,2452192.658203,8.951733589172363,4.063133,,59882.0,lick
43128,,188512,2452193.676758,5.993562698364258,4.191398,,56664.0,lick
43129,,188512,2452194.685547,-5.913209438323975,5.2681766,,47614.0,lick
43130,,188512,2452476.888672,13.18997573852539,4.0174384,,52665.0,lick
43131,,188512,2452896.728516,-15.662384033203125,3.9810615,,84783.0,lick
43132,,188512,2453188.977141,0.3140726089477539,3.961188,,41575.0,lick
43133,,188512,2453189.928711,0.4817681312561035,4.084698,,35083.0,lick
43134,,188512,2453189.942383,-4.611100196838379,4.3064685,,33526.0,lick
43135,,188512,2453189.956055,-1.2314786911010742,4.1013813,,41572.0,lick
43136,,188512,2453201.863281,-3.6531543731689453,3.934925,,42457.0,lick
43137,,188512,2453247.732422,6.30642032623291,3.8591433,,39548.0,lick
43138,,188512,2453247.749023,3.409364700317383,4.325572,,27260.0,lick
43139,,188512,2453282.642578,-9.353102684020996,3.8057654,,39050.0,lick
43140,,188512,2453543.972743,-0.8072481155395508,4.569484,,29901.0,lick
43141,,188512,2453543.975312,-2.2791624069213867,4.3076634,,31492.0,lick
43142,,188512,2453553.933889,8.828315734863281,4.211374,,29607.0,lick
43143,,188512,2453553.9436,0.4675445556640625,4.438832,,27699.0,lick
43144,,188512,2453554.903947,-4.245637893676758,4.2956715,,27486.0,lick
43145,,188512,2453554.91265,-6.708507061004639,4.4085245,,27308.0,lick
43146,,188512,2453556.824954,-1.8238658905029297,4.3892713,,30080.0,lick
43147,,188512,2453556.832569,-0.9668087959289551,4.191315,,29361.0,lick
43148,,188512,2453557.850127,-3.4016199111938477,4.369691,,31360.0,lick
43149,,188512,2453557.859444,-0.47957611083984375,4.127117,,31163.0,lick
43150,,188512,2453559.876458,-0.5107913017272949,4.433502,,30154.0,lick
43151,,188512,2453559.88419,1.7921180725097656,4.109039,,26191.0,lick
43152,,188512,2453571.853333,-2.7573394775390625,4.2644825,,29193.0,lick
43153,,188512,2453571.860845,-2.027242660522461,4.8187904,,28016.0,lick
43154,,188512,2453573.82831,-2.1090869903564453,4.856655,,28958.0,lick
43155,,188512,2453573.836389,-8.29354476928711,4.709311,,29571.0,lick
43156,,188512,2453590.762477,4.707913398742676,4.9936557,,27483.0,lick
43157,,188512,2453590.774201,4.024035930633545,4.9122396,,26032.0,lick
43158,,188512,2453868.960336,10.583227157592773,4.1333942,,42692.0,lick
43159,,188512,2453868.96287,8.9476318359375,3.9920003,,34837.0,lick
43160,,188512,2453953.842153,8.06689167022705,4.340351,,41179.0,lick
43161,,188512,2453955.864931,13.753087043762207,4.3768916,,17672.0,lick
43162,,188512,2453955.880127,22.770862579345703,4.475844,,20673.0,lick
43163,,188512,2453957.777477,11.671123504638672,4.363798,,33498.0,lick
43164,,188512,2453957.779988,9.574655532836914,4.2827063,,33942.0,lick
43165,,188512,2453958.738113,7.983108043670654,4.095117,,53543.0,lick
43166,,188512,2453958.740509,0.2864665985107422,3.9624379,,38680.0,lick
43167,,188512,2453958.816817,8.589380264282227,4.0935035,,45098.0,lick
43168,,188512,2453958.819109,2.506344795227051,4.0708885,,42297.0,lick
43169,,188512,2453963.781053,11.085752487182617,4.3990583,,20963.0,lick
43170,,188512,2453963.7886,11.467513084411621,4.396879,,21333.0,lick
43171,,188512,2454311.846887,-0.0031328201293945312,3.9718072,,38615.0,lick
43172,,188512,2454311.849525,5.5785675048828125,3.895001,,35793.0,lick
43173,,188512,2454381.755081,4.740218162536621,3.6772823,,29122.0,lick
43174,,188512,2454381.766586,13.203919410705566,4.200287,,24820.0,lick
43175,,188512,2454396.637882,5.823162078857422,4.23224,,20546.0,lick
43176,,188512,2454396.652789,13.570313453674316,4.204247,,17743.0,lick
43177,,188512,2454396.666458,7.700304985046387,4.1102443,,18650.0,lick
43178,,188512,2454396.679502,11.788912773132324,4.0504303,,18266.0,lick
43179,,188512,2454396.693866,4.0214056968688965,4.0678153,,21982.0,lick
43180,,188512,2454397.654792,3.9391980171203613,4.163492,,21990.0,lick
43181,,188512,2454397.666169,14.704553604125977,4.062269,,20293.0,lick
43182,,188512,2454397.687211,12.197579383850098,3.9346602,,23436.0,lick
43183,,188512,2454398.663819,3.055720567703247,3.9058857,,25152.0,lick
43184,,188512,2454398.677963,7.544748306274414,4.103877,,26559.0,lick
43185,,188512,2454398.692488,6.7963690757751465,4.0569015,,26495.0,lick
43186,,188512,2454399.663981,6.257884502410889,4.1327705,,18682.0,lick
43187,,188512,2454399.675486,-3.418827533721924,4.4435253,,19209.0,lick
43188,,188512,2454400.662639,12.951313018798828,4.31794,,18136.0,lick
43189,,188512,2454400.681852,5.280372142791748,4.6978674,,17069.0,lick
43190,,188512,2454694.870625,10.622245788574219,3.807084,,80109.0,lick
43191,,188512,2454694.873461,13.517967224121094,4.0711513,,45015.0,lick
43192,,188512,2454694.883333,12.468215942382812,4.0951233,,41153.0,lick
43193,,188512,2454694.886019,8.784383773803711,3.8545585,,49691.0,lick
43194,,188512,2455020.940822,-18.25963592529297,8.512242,,8161.0,lick
43195,,188512,2455020.942627,-10.043512344360352,8.5784,,7474.0,lick
43196,,188512,2455020.944468,-26.619972229003906,7.543117,,8488.0,lick
43197,,188512,2455020.946516,-21.96049690246582,8.752584,,8974.0,lick
43198,,188512,2455020.948831,-14.702457427978516,8.086509,,9626.0,lick
43199,,188512,2455020.950799,-5.166006088256836,7.4562006,,9986.0,lick
43200,,188512,2455020.952593,-8.716958999633789,8.241234,,9578.0,lick
43201,,188512,2455020.954456,-27.530826568603516,6.998221,,14635.0,lick
43202,,188512,2455020.956227,-13.794954299926758,6.288143,,16811.0,lick
43203,,188512,2455114.640093,-15.425771713256836,7.3062334,,50828.0,lick
43204,,188512,2455115.633102,-2.61114501953125,7.2589164,,63392.0,lick
43205,,189733,2452832.881794,-3.370527032128166,1.5231206,,93576.0,k
43206,,189733,2452898.800937,197.34524750400465,1.6501385,,109849.0,k
43207,,189733,2453180.918877,165.92195343662183,1.5140204,,95089.0,k
43208,bj01.1033,189733,2453240.898507,131.2505223588395,0.92137074,0.5529999999999999,119980.0,j
43209,bj02.929,189733,2453303.750382,-197.34717436713976,1.0929077,0.54,106953.0,j
43210,bj02.930,189733,2453303.753576,-197.04328888050713,1.028009,0.542,105135.0,j
43211,bj08.1997,189733,2453551.963519,-117.81511554986514,1.0357419,0.519,101163.0,j
43212,bj13.485,189733,2453693.688738,22.996365296493877,0.9849785,0.503,104652.0,j
43213,bj13.1014,189733,2453694.690856,-77.8361017472358,1.0194527,0.491,104288.0,j
43214,bj13.1512,189733,2453695.688148,133.31954506751998,1.0464197,0.498,103860.0,j
43215,bj13.2021,189733,2453696.700914,-200.51978231021252,1.14683,0.489,103177.0,j
43216,bj14.75,189733,2453723.7126040002,5.065768488210011,1.0657758,0.505,105127.0,j
43217,bj19.245,189733,2453926.03515,167.43743934475108,1.0096257,0.512,94550.0,j
43218,bj19.558,189733,2453926.887766,-134.9515439712848,0.939503,0.5,93346.0,j
43219,bj19.998,189733,2453927.929745,61.95803936739155,0.9691678,0.499,95593.0,j
43220,bj20.1632,189733,2453934.845208,188.96119257346965,1.014345,0.526,94046.0,j
43221,bj22.213,189733,2453968.719329,64.39653964906574,0.7456944,0.5,96800.0,j
43222,bj22.214,189733,2453968.722037,67.16146226452176,0.7446354,0.503,96513.0,j
43223,bj22.215,189733,2453968.724225,66.12528778160535,0.71635735,0.506,96284.0,j
43224,bj22.216,189733,2453968.726447,63.33381392142635,0.72369945,0.508,97564.0,j
43225,bj22.217,189733,2453968.72875,64.90472523712073,0.6582521,0.507,94796.0,j
43226,bj22.218,189733,2453968.731227,62.47407101019443,0.72561127,0.509,96298.0,j
43227,bj22.219,189733,2453968.733611,61.00663744091888,0.64930123,0.512,96258.0,j
43228,bj22.220,189733,2453968.736007,58.8495154321973,0.7069577,0.513,97415.0,j
43229,bj22.226,189733,2453968.757928,51.21945007216431,0.645618,0.511,96120.0,j
43230,bj22.227,189733,2453968.760266,51.02913185130057,0.71038234,0.51,95693.0,j
43231,bj22.228,189733,2453968.762639,47.20505499309696,0.690394,0.511,96305.0,j
43232,bj22.229,189733,2453968.765023,47.52679268157298,0.66868734,0.509,96530.0,j
43233,bj22.230,189733,2453968.767419,43.805322138220724,0.72876316,0.511,95128.0,j
43234,bj22.231,189733,2453968.769826,43.47985984767716,0.6519587,0.511,94482.0,j
43235,bj22.232,189733,2453968.77228,44.13073909617643,0.67213094,0.509,95689.0,j
43236,bj22.233,189733,2453968.774757,39.78180447428514,0.68532324,0.511,96349.0,j
43237,bj22.234,189733,2453968.777245,37.91306872346099,0.6431567,0.511,95176.0,j
43238,bj22.235,189733,2453968.779688,37.92422736958423,0.6291011,0.513,96376.0,j
43239,bj22.236,189733,2453968.782095,38.23766342633341,0.6779913,0.511,94492.0,j
43240,bj22.237,189733,2453968.784525,37.478785568178644,0.6922749,0.514,95708.0,j
43241,bj22.238,189733,2453968.786979,37.76607624916126,0.67992616,0.511,93760.0,j
43242,bj22.239,189733,2453968.789433,35.164527851290565,0.68224597,0.512,96367.0,j
43243,bj22.240,189733,2453968.79191,33.87346664696686,0.7493372,0.513,96083.0,j
43244,bj22.241,189733,2453968.794433,31.790046789495744,0.645782,0.511,97055.0,j
43245,bj22.242,189733,2453968.796944,33.54930345002444,0.6824273,0.509,96798.0,j
43246,bj22.243,189733,2453968.799456,42.34949238119932,0.6684495,0.51,95129.0,j
43247,bj22.244,189733,2453968.802049,45.31853754545952,0.71426684,0.509,97375.0,j
43248,bj22.245,189733,2453968.804745,50.80026553065279,0.6982156,0.512,96914.0,j
43249,bj22.246,189733,2453968.807373,57.27569030653602,0.66000634,0.511,95747.0,j
43250,bj22.247,189733,2453968.81,58.859855058929995,0.7494494,0.513,96216.0,j
43251,bj22.248,189733,2453968.81265,60.58471942896833,0.74830216,0.512,97203.0,j
43252,bj22.249,189733,2453968.815289,58.27150115568067,0.72653747,0.515,96503.0,j
43253,bj22.250,189733,2453968.818021,53.83049086458604,0.77556837,0.515,96534.0,j
43254,bj22.251,189733,2453968.820718,45.12191629913313,0.7384456,0.516,97362.0,j
43255,bj22.252,189733,2453968.823391,39.00008367927185,0.80718875,0.515,98491.0,j
43256,bj22.253,189733,2453968.826134,29.99594219845567,0.7447235,0.514,96413.0,j
43257,bj22.254,189733,2453968.828912,20.67518082396977,0.78631973,0.515,98734.0,j
43258,bj22.255,189733,2453968.831806,16.078251820459748,0.80859226,0.51,95877.0,j
43259,bj22.256,189733,2453968.834687,6.159429728225992,0.74811393,0.509,96077.0,j
43260,bj22.257,189733,2453968.839641,-14.429256136597122,0.70763844,0.509,93300.0,j
43261,bj22.258,189733,2453968.842905,-21.982311444942273,0.7283909,0.505,94197.0,j
43262,bj22.259,189733,2453968.845845,-25.089421029170403,0.8163866,0.506,96521.0,j
43263,bj22.260,189733,2453968.848877,-31.212840450960886,0.77539814,0.504,95920.0,j
43264,bj22.261,189733,2453968.851991,-34.99464669949616,0.73538995,0.508,95444.0,j
43265,bj22.262,189733,2453968.85522,-36.03707587064546,0.7553952,0.504,97602.0,j
43266,bj22.263,189733,2453968.858356,-29.502949166632867,0.74550575,0.504,93855.0,j
43267,bj22.264,189733,2453968.861354,-25.833020219894202,0.6959506,0.503,94742.0,j
43268,bj22.265,189733,2453968.864352,-17.849653628569463,0.72172844,0.502,97181.0,j
43269,bj22.266,189733,2453968.867361,-11.749366584800391,0.7359362,0.506,95649.0,j
43270,bj22.267,189733,2453968.870301,-10.522894693631384,0.7575906,0.506,95287.0,j
43271,bj22.268,189733,2453968.873183,-11.449647350509444,0.7277028,0.504,95661.0,j
43272,bj22.269,189733,2453968.876076,-9.588739757427465,0.73545223,0.506,95861.0,j
43273,bj22.270,189733,2453968.878912,-13.673471151200069,0.7624838,0.508,95063.0,j
43274,bj22.271,189733,2453968.881782,-16.4857705508622,0.6964346,0.508,95286.0,j
43275,bj22.272,189733,2453968.884583,-17.515747488202965,0.70930827,0.505,95608.0,j
43276,bj22.273,189733,2453968.887569,-18.964287878534464,0.73103994,0.506,95468.0,j
43277,bj22.274,189733,2453968.890498,-20.53757619432566,0.65552723,0.506,95233.0,j
43278,bj22.275,189733,2453968.893403,-21.96093141736561,0.7118456,0.505,95657.0,j
43279,bj22.276,189733,2453968.896331,-25.544577650215153,0.6870008,0.508,94390.0,j
43280,bj22.277,189733,2453968.899271,-27.2412997515114,0.7176104,0.507,94824.0,j
43281,bj22.278,189733,2453968.902118,-28.7661632802626,0.7424786,0.506,95666.0,j
43282,bj22.279,189733,2453968.904931,-29.28574290205961,0.75736696,0.505,94759.0,j
43283,bj22.280,189733,2453968.907639,-32.500504670118744,0.722418,0.507,94844.0,j
43284,bj22.281,189733,2453968.910278,-31.66115863921599,0.77225673,0.51,95135.0,j
43285,bj22.282,189733,2453968.91294,-33.27639209416364,0.7166382,0.509,94918.0,j
43286,bj22.283,189733,2453968.915637,-36.44130178550228,0.7012848,0.509,94188.0,j
43287,bj22.288,189733,2453968.933565,-47.37168071613346,0.6976594,0.512,97787.0,j
43288,bj22.292,189733,2453968.955347,-57.33528480140899,0.7006605,0.51,96150.0,j
43289,bj22.299,189733,2453968.977743,-70.24570597086783,0.72594553,0.513,95220.0,j
43290,bj22.306,189733,2453969.002674,-85.5806869780648,0.6894884,0.509,96046.0,j
43291,bj22.313,189733,2453969.03287,-102.48070818222837,0.7668382,0.507,95781.0,j
43292,bj56.453,189733,2454667.949873,-164.69564266702346,1.0226914,0.513,73948.0,j
43293,bj56.1049,189733,2454671.961748,69.63450237647899,0.9984074,0.485,74391.0,j
43294,bj56.1355,189733,2454672.976019,-123.62362061444188,1.0644584,0.49700000000000005,72488.0,j
43295,bj56.1656,189733,2454673.984664,171.78627802117086,1.1047432,0.509,74507.0,j
43296,bj56.2140,189733,2454675.903715,173.59907458166933,1.1278299,0.54,75453.0,j
43297,bj56.2141,189733,2454675.906505,178.2285333092289,1.0537937,0.541,75029.0,j
43298,bj800.172,189733,2454702.001991,-46.33080363002103,0.93762547,0.5377,72615.0,j
43299,bj801.153,189733,2454702.925831,120.37369489800764,0.91924167,0.535,73968.0,j
43300,bj802.154,189733,2454703.972547,-175.16165981176974,0.9076241,0.5312,75170.0,j
43301,bj803.145,189733,2454704.92084,185.523105180411,0.8693484,0.5208,73608.0,j
43302,bj807.121,189733,2454818.710041,-111.79266578463786,1.3325068,0.5392,80020.0,j
43303,bj808.119,189733,2454819.719493,26.862974709602984,1.3517724,0.5331,76554.0,j
43304,bj809.110,189733,2454820.713623,36.440270254001874,1.1640228,0.5409,76832.0,j
43305,bj818.151,189733,2454968.071945,-156.02302312328067,1.0023074,0.5114,74569.0,j
43306,bj820.187,189733,2455022.076251,181.89908100458672,1.1011804,0.5253,75480.0,j
43307,bj821.180,189733,2455023.068649,-190.4918057269093,1.518394,0.5247,28033.0,j
43308,bj822.199,189733,2455024.104195,146.8742535944469,1.0708033,0.5214,75939.0,j
43309,bj823.186,189733,2455025.081463,-128.04180365234595,1.0169052,0.5186,76441.0,j
43310,bj74.470,189733,2455043.781347,12.861588637712353,1.2752049,0.51,46580.0,j
43311,bj825.172,189733,2455050.001024,-171.97649216983405,1.106992,0.0,75054.0,j
43312,bj826.173,189733,2455051.031189,144.56215255346603,1.0309106,0.5224,76991.0,j
43313,bj827.183,189733,2455052.024791,-256.8008804007239,1.1040337,0.5043,75430.0,j
43314,bj828.201,189733,2455053.116088,184.72698782963303,1.0955161,0.4171,73114.0,j
43315,bj832.134,189733,2455166.762766,31.53798018964377,1.1193106,0.528,79317.0,j
43316,bj833.134,189733,2455167.772308,-138.98788128108924,1.1709328,0.5364,78354.0,j
43317,bj80.88,189733,2455169.767368,-204.11983156947997,1.4540572,0.534,48284.0,j
43318,bj848.148,189733,2455370.916632,3.5425115366458044,1.1613019,0.5503,77422.0,j
43319,bj97.1152,189733,2455432.056055,42.44788537331392,0.96004736,0.522,50449.0,j
43320,bj129.288,189733,2455782.84421,167.9786588036559,1.0519984,0.54,49156.0,j
43321,bj180.274,189733,2456530.779788,197.20899469165226,0.97436893,0.52,49360.0,j
43322,bj185.269,189733,2456637.691171,36.123954931145306,1.24367,0.5009,49457.0,j
43323,bj193.1066,189733,2456893.755596,-158.96251352286833,0.9244883,0.5119,49490.0,j
43324,bj202.732,189733,2457210.13452,-4.771805528503087,1.4044226,0.5078,48905.0,j
43325,bj258.210,189733,2457925.012135,-215.77877362074418,1.1615764,0.486,48400.0,j
43326,bj293.318,189733,2458300.134258,-238.2342188622374,1.2622054,0.5184,49570.0,j
43327,bj341.259,189733,2458723.723251,-218.65646716495223,0.99277896,0.5189,49759.0,j
43328,,190007,2450984.054363,0.45482787823604554,1.180583,,97917.0,k
43329,,190007,2451013.944757,-8.080107119322548,1.2182521,,114295.0,k
43330,,190007,2451050.868021,-13.95683136248661,1.196354,,108605.0,k
43331,,190007,2451069.881215,-10.07120361590458,1.2424635,,150749.0,k
43332,,190007,2451075.806076,2.560029599427452,1.1435101,,92177.0,k
43333,,190007,2451341.055116,-20.126524355650673,1.3489349,,129220.0,k
43334,,190007,2451368.868646,-14.165052798033486,1.4162729,,35228.0,k
43335,,190007,2451409.92287,-6.059614565611611,1.6975272,,22467.0,k
43336,,190007,2451439.811412,-2.379667666197548,1.2597426,,42667.0,k
43337,,190007,2451439.818021,1.8756729099743268,1.3101445,,37954.0,k
43338,,190007,2451704.011424,-18.089445498228798,1.5025897,,37265.0,k
43339,,190007,2451793.826794,2.4240051243297955,1.4759622,,30593.0,k
43340,,190007,2452031.05022,-17.775503542662392,1.6667051,,44873.0,k
43341,,190007,2452063.054722,-2.277555849791298,1.2589124,,92773.0,k
43342,,190007,2452094.896181,0.2909561130993268,1.3445048,,79168.0,k
43343,,190007,2452099.046366,-6.4060730006702045,1.1870509,,94501.0,k
43344,,190007,2452099.948611,-10.455023195982704,1.2466152,,84337.0,k
43345,,190007,2452100.988866,-16.669439699888954,1.3021595,,85194.0,k
43346,,190007,2452133.797963,-4.442259218931923,1.3010762,,102819.0,k
43347,,190007,2452391.137442,-7.487326052428017,1.5413424,,46510.0,k
43348,,190007,2452488.858565,-8.72495880389286,1.481385,,102152.0,k
43349,,190007,2452539.764479,-19.330473330260048,1.6264117,,106923.0,k
43350,,190007,2452778.099803,-0.5939773585803607,1.2201952,,109535.0,k
43351,,190007,2452835.007488,0.721200558900108,1.290872,,102133.0,k
43352,,190007,2453181.025,-5.503256228209267,1.3105763,,109896.0,k
43353,bj02.513,190007,2453302.713669,-8.107702985194152,0.832614,0.6679999999999999,112654.0,j
43354,bj08.213,190007,2453546.977326,-3.082013991118201,0.6804455,0.629,104607.0,j
43355,bj08.809,190007,2453548.957917,3.788421083876049,0.6242809,0.637,104954.0,j
43356,bj08.1174,190007,2453549.951713,5.42053415815087,0.5743316,0.657,104733.0,j
43357,bj08.1589,190007,2453551.001331,7.934731951249438,0.58447087,0.642,107250.0,j
43358,bj08.1992,190007,2453551.953519,0.7362794209942112,0.688592,0.657,107041.0,j
43359,bj09.196,190007,2453570.96963,-6.036323729200927,0.782091,0.5920000000000001,108755.0,j
43360,bj24.233,190007,2454023.745509,-1.8584809142356278,0.9383475,0.655,78682.0,j
43361,bj93.528,190007,2455374.877624,-4.477235531624376,0.89648485,0.73,25949.0,j
43362,bj194.877,190007,2456910.816761,-4.22629490633696,1.0588001,0.6414,26666.0,j
43363,bj290.802,190007,2458267.134458,-0.2745167636161341,1.044004,0.6673,25489.0,j
43364,,190007,2451005.884766,-22.802345275878906,10.631616,,4551.0,lick
43365,,190007,2451025.87207,-10.721439361572266,8.698779,,5366.0,lick
43366,,190007,2451026.829102,9.239459991455078,8.6710415,,5733.0,lick
43367,,190007,2451027.849609,0.5504393577575684,8.957739,,5522.0,lick
43368,,190007,2451047.829102,-13.318575859069824,9.374356,,4368.0,lick
43369,,190007,2452076.896484,10.25723934173584,5.2648215,,17720.0,lick
43370,,190007,2452470.847656,-3.9338254928588867,4.2175074,,15143.0,lick
